1;13;endlos;3;2
1;14;unsichtbar;3;2
1;15;freudig;3;3
1;15;positiv;3;3
1;15;aufgeregt;3;3
1;17;erschöpft;3;3
1;18;nachdenklich;3;3
1;18;eingeengt;3;3
1;1;schlummernd;3;3
1;1;strahlend;3;3
1;2;traumhaft;3;3
1;2;erleichternd;3;3
1;4;urlaubsreif;3;2
1;4;träumerisch;3;3
2;4;froh;3;3
1;6;geborgen;3;3
1;6;sicher;3;3
1;7;frühlingshaft;3;3
1;7;kraftschöpfend;3;3
1;7;unendlichkeit;3;2
1;8;gefährlich;3;3
1;8;mulmig;3;3
1;8;tobend;3;3
3;9;fröhlich;3;3
1;9;wohlriechend;2;2
1;9;angenehem;3;3
1;9;erfüllend;3;3
1;9;positiv;3;3
1;10;ungesehen;3;2
1;10;weit;2;2
1;10;gemeinsam-einsam;3;3
1;11;erleichternd;3;3
1;11;frohsinn;3;3
1;11;freundschaftlich;3;3
1;11;heimat;3;2
1;12;bezaubernd;3;3
1;12;sorgenfrei;3;3
1;12;persönlich;2;2
1;12;kühl;3;3
1;14;weit;2;2
1;14;gedangenlos;3;3
1;14;sorgenlos;3;3
1;15;befreiend;3;3
1;16;gedankenfrei;3;3
2;16;frei;3;3
1;16;loslassen;3;3
1;16;treibend;3;3
1;16;fließend;3;3
1;17;genießerisch;3;3
1;17;haltlos;3;3
1;18;spiegelnd;2;2
1;18;kühl;3;3
1;18;einschlafend;3;3
1;10;romanisch;3;3
3;10;beruhigend;3;3
1;12;erotisch;3;3
1;12;romantisch;3;3
1;14;creepy;3;1
1;15;enspannend;3;3
1;16;neuanfang;2;3
1;16;freude;3;3
1;1;Impressionismus;2;3
2;1;Quadrate;2;2
1;1;Weihnachtlich;3;3
1;4;Küste;2;2
1;4;Anleger;2;2
2;4;Strand;2;2
1;4;Südseestrand;2;2
1;4;gezeichnet;2;2
1;4;Abendrot;2;2
1;4;Abendsonne;2;2
1;5;Ruderboot;2;2
1;5;Impressionismus;2;3
2;6;Steine;2;2
1;6;Unterwasseransicht;2;2
1;6;modern;2;3
